# energy-resolved COHP curves
# source /data/work/runs/icohp_n5fu/COHPCAR.lobster  ·  Gaussian sigma 0.1 eV  ·  window [-20.0, 6.0] eV, stride 1
# sign: -pCOHP > 0 = BONDING, < 0 = ANTIBONDING;  E = E - E_F (E_F at 0)
# mean_ = per-bond average (integral to E_F == -ICOHP/bond); sum_ = family convention (plot_lobster_4panel.py)
# {"P-S": {"N": 9, "ICOHP_per_bond_eV": -6.2883, "ICOHP_in_window_eV": -5.2654, "window_coverage": 0.8373, "integral_to_EF_eV": 5.2586, "dmax_A": 2.6, "exclude": ["Li"]}, "P-O": {"N": 3, "ICOHP_per_bond_eV": -8.4156, "ICOHP_in_window_eV": -2.8184, "window_coverage": 0.3349, "integral_to_EF_eV": 2.8154, "dmax_A": null, "exclude": []}, "Nd-S": {"N": 10, "ICOHP_per_bond_eV": -4.0803, "ICOHP_in_window_eV": -3.5498, "window_coverage": 0.87, "integral_to_EF_eV": 3.5498, "dmax_A": null, "exclude": []}, "Nd-Cl": {"N": 2, "ICOHP_per_bond_eV": -2.1889, "ICOHP_in_window_eV": -1.082, "window_coverage": 0.4943, "integral_to_EF_eV": 1.082, "dmax_A": null, "exclude": []}, "Li-S": {"N": 113, "ICOHP_per_bond_eV": -1.7512, "ICOHP_in_window_eV": -1.6511, "window_coverage": 0.9429, "integral_to_EF_eV": 1.6506, "dmax_A": null, "exclude": []}, "Li-Cl": {"N": 47, "ICOHP_per_bond_eV": -1.8051, "ICOHP_in_window_eV": -0.8121, "window_coverage": 0.4499, "integral_to_EF_eV": 0.8121, "dmax_A": null, "exclude": []}, "Li-O": {"N": 18, "ICOHP_per_bond_eV": -1.1282, "ICOHP_in_window_eV": -0.5376, "window_coverage": 0.4765, "integral_to_EF_eV": 0.5378, "dmax_A": null, "exclude": []}, "S-S": {"N": 39, "ICOHP_per_bond_eV": -0.1184, "ICOHP_in_window_eV": -0.1353, "window_coverage": 1.1427, "integral_to_EF_eV": 0.1354, "dmax_A": null, "exclude": ["P", "Li", "Cl"]}}
# ⚠ window_coverage: 이 창 안에 담긴 ICOHP 비율. 1 보다 작으면 창 아래(deep) 결합 기여가 곡선에 없다 — 곡선 적분으로 ICOHP 를 재현할 수 없다.
E_minus_EF_eV,mean_pCOHP_P-S,mean_pCOHP_P-O,mean_pCOHP_Nd-S,mean_pCOHP_Nd-Cl,mean_pCOHP_Li-S,mean_pCOHP_Li-Cl,mean_pCOHP_Li-O,mean_pCOHP_S-S,sum_pCOHP_P-S,sum_pCOHP_P-O,sum_pCOHP_Nd-S,sum_pCOHP_Nd-Cl,sum_pCOHP_Li-S,sum_pCOHP_Li-Cl,sum_pCOHP_Li-O,sum_pCOHP_S-S
2.2549,-0.7322,-0.3492,-0.4053,-0.1401,-0.0161,-0.0314,-0.0386,0.0001,-6.5899,-1.0476,-4.0530,-0.2802,-1.8201,-1.4761,-0.6941,0.0049
2.3050,-1.0215,-0.4069,-0.4817,-0.1672,-0.0171,-0.0469,-0.0460,-0.0015,-9.1932,-1.2208,-4.8167,-0.3344,-1.9362,-2.2045,-0.8283,-0.0576
2.3551,-1.3244,-0.4906,-0.5655,-0.1990,-0.0180,-0.0651,-0.0567,-0.0035,-11.9194,-1.4718,-5.6553,-0.3980,-2.0298,-3.0620,-1.0206,-0.1370
2.4052,-1.5802,-0.6332,-0.6430,-0.2300,-0.0178,-0.0811,-0.0728,-0.0054,-14.2218,-1.8995,-6.4300,-0.4599,-2.0132,-3.8100,-1.3108,-0.2121
2.4553,-1.7548,-0.8276,-0.6913,-0.2473,-0.0159,-0.0904,-0.0930,-0.0068,-15.7936,-2.4828,-6.9134,-0.4947,-1.7947,-4.2478,-1.6742,-0.2656
2.5055,-1.8511,-1.0031,-0.7053,-0.2428,-0.0128,-0.0932,-0.1108,-0.0076,-16.6597,-3.0093,-7.0529,-0.4855,-1.4417,-4.3814,-1.9949,-0.2976
2.5556,-1.8967,-1.0700,-0.7007,-0.2214,-0.0102,-0.0931,-0.1181,-0.0081,-17.0702,-3.2099,-7.0073,-0.4427,-1.1475,-4.3769,-2.1261,-0.3175
2.6057,-1.9154,-1.0033,-0.6895,-0.1980,-0.0093,-0.0928,-0.1118,-0.0085,-17.2383,-3.0098,-6.8952,-0.3959,-1.0519,-4.3631,-2.0121,-0.3317
2.6558,-1.9109,-0.8728,-0.6641,-0.1856,-0.0103,-0.0924,-0.0971,-0.0088,-17.1983,-2.6184,-6.6413,-0.3712,-1.1586,-4.3450,-1.7479,-0.3441
2.7059,-1.8734,-0.7807,-0.6114,-0.1877,-0.0124,-0.0911,-0.0831,-0.0093,-16.8603,-2.3420,-6.1143,-0.3753,-1.4028,-4.2827,-1.4952,-0.3619
2.7560,-1.7898,-0.7826,-0.5317,-0.1999,-0.0154,-0.0891,-0.0749,-0.0100,-16.1084,-2.3477,-5.3172,-0.3998,-1.7454,-4.1873,-1.3475,-0.3913
2.8061,-1.6611,-0.8845,-0.4402,-0.2194,-0.0196,-0.0885,-0.0714,-0.0110,-14.9495,-2.6536,-4.4017,-0.4388,-2.2136,-4.1574,-1.2857,-0.4273
2.8562,-1.5298,-1.0988,-0.3568,-0.2505,-0.0255,-0.0937,-0.0692,-0.0118,-13.7684,-3.2963,-3.5678,-0.5009,-2.8809,-4.4026,-1.2448,-0.4593
2.9063,-1.4843,-1.4564,-0.2972,-0.2999,-0.0334,-0.1108,-0.0663,-0.0124,-13.3586,-4.3691,-2.9715,-0.5997,-3.7783,-5.2055,-1.1929,-0.4846
2.9564,-1.5921,-1.9284,-0.2661,-0.3683,-0.0423,-0.1424,-0.0630,-0.0130,-14.3290,-5.7851,-2.6613,-0.7366,-4.7833,-6.6920,-1.1346,-0.5082
3.0065,-1.8165,-2.3637,-0.2560,-0.4490,-0.0499,-0.1817,-0.0599,-0.0137,-16.3487,-7.0912,-2.5602,-0.8980,-5.6352,-8.5391,-1.0789,-0.5334
3.0566,-2.0330,-2.5880,-0.2538,-0.5346,-0.0543,-0.2136,-0.0586,-0.0146,-18.2968,-7.7639,-2.5377,-1.0692,-6.1410,-10.0406,-1.0543,-0.5688
3.1067,-2.1602,-2.5967,-0.2521,-0.6212,-0.0566,-0.2269,-0.0635,-0.0166,-19.4416,-7.7901,-2.5208,-1.2423,-6.3944,-10.6649,-1.1425,-0.6468
3.1569,-2.2513,-2.5875,-0.2528,-0.7037,-0.0595,-0.2243,-0.0796,-0.0209,-20.2621,-7.7626,-2.5279,-1.4073,-6.7284,-10.5416,-1.4324,-0.8132
3.2070,-2.4094,-2.7367,-0.2589,-0.7712,-0.0652,-0.2176,-0.1054,-0.0276,-21.6842,-8.2101,-2.5891,-1.5425,-7.3656,-10.2290,-1.8968,-1.0747
3.2571,-2.6190,-2.9814,-0.2663,-0.8084,-0.0719,-0.2138,-0.1302,-0.0347,-23.5707,-8.9442,-2.6630,-1.6169,-8.1293,-10.0470,-2.3442,-1.3552
3.3072,-2.7209,-3.1005,-0.2667,-0.8048,-0.0761,-0.2098,-0.1418,-0.0391,-24.4877,-9.3015,-2.6674,-1.6096,-8.5998,-9.8607,-2.5524,-1.5248
3.3573,-2.5766,-3.0003,-0.2596,-0.7700,-0.0760,-0.2021,-0.1373,-0.0383,-23.1898,-9.0010,-2.5957,-1.5399,-8.5923,-9.4986,-2.4713,-1.4945
3.4074,-2.2204,-2.8327,-0.2558,-0.7392,-0.0744,-0.1935,-0.1255,-0.0331,-19.9833,-8.4981,-2.5582,-1.4784,-8.4020,-9.0935,-2.2590,-1.2904
3.4575,-1.8162,-2.8075,-0.2677,-0.7528,-0.0757,-0.1900,-0.1178,-0.0264,-16.3455,-8.4224,-2.6767,-1.5056,-8.5589,-8.9321,-2.1210,-1.0300
3.5076,-1.4941,-2.9581,-0.2958,-0.8183,-0.0833,-0.1953,-0.1203,-0.0212,-13.4466,-8.8743,-2.9585,-1.6367,-9.4166,-9.1810,-2.1660,-0.8267
3.5577,-1.2660,-3.1329,-0.3321,-0.8992,-0.0974,-0.2097,-0.1343,-0.0186,-11.3944,-9.3988,-3.3207,-1.7984,-11.0068,-9.8538,-2.4174,-0.7241
3.6078,-1.0835,-3.1809,-0.3728,-0.9473,-0.1164,-0.2311,-0.1594,-0.0180,-9.7517,-9.5427,-3.7283,-1.8946,-13.1544,-10.8620,-2.8689,-0.7023
3.6580,-0.9231,-3.1070,-0.4237,-0.9419,-0.1379,-0.2549,-0.1924,-0.0184,-8.3076,-9.3210,-4.2372,-1.8837,-15.5862,-11.9817,-3.4633,-0.7194
3.7081,-0.8005,-3.0474,-0.4884,-0.8918,-0.1591,-0.2751,-0.2257,-0.0191,-7.2044,-9.1421,-4.8843,-1.7835,-17.9784,-12.9282,-4.0628,-0.7437
3.7582,-0.7335,-3.1150,-0.5591,-0.8102,-0.1773,-0.2896,-0.2511,-0.0196,-6.6015,-9.3451,-5.5909,-1.6203,-20.0378,-13.6130,-4.5192,-0.7640
3.8083,-0.7168,-3.2764,-0.6206,-0.7033,-0.1909,-0.3027,-0.2648,-0.0201,-6.4509,-9.8291,-6.2064,-1.4065,-21.5760,-14.2264,-4.7659,-0.7833
3.8584,-0.7274,-3.3645,-0.6606,-0.5805,-0.1991,-0.3179,-0.2666,-0.0206,-6.5462,-10.0934,-6.6064,-1.1610,-22.4966,-14.9402,-4.7987,-0.8048
3.9085,-0.7406,-3.2138,-0.6752,-0.4598,-0.2017,-0.3332,-0.2561,-0.0211,-6.6653,-9.6415,-6.7519,-0.9195,-22.7970,-15.6610,-4.6090,-0.8246
3.9586,-0.7427,-2.7990,-0.6723,-0.3606,-0.2004,-0.3450,-0.2334,-0.0215,-6.6846,-8.3969,-6.7230,-0.7212,-22.6470,-16.2157,-4.2020,-0.8387
4.0087,-0.7365,-2.2612,-0.6698,-0.2978,-0.1979,-0.3539,-0.2031,-0.0218,-6.6288,-6.7836,-6.6982,-0.5955,-22.3591,-16.6356,-3.6564,-0.8494
4.0588,-0.7388,-1.8123,-0.6835,-0.2811,-0.1966,-0.3637,-0.1725,-0.0221,-6.6496,-5.4369,-6.8355,-0.5622,-22.2117,-17.0944,-3.1055,-0.8634
4.1089,-0.7707,-1.5976,-0.7165,-0.3136,-0.1979,-0.3756,-0.1477,-0.0227,-6.9361,-4.7928,-7.1647,-0.6272,-22.3666,-17.6529,-2.6586,-0.8855
4.1590,-0.8420,-1.6170,-0.7598,-0.3854,-0.2026,-0.3872,-0.1308,-0.0235,-7.5781,-4.8511,-7.5980,-0.7708,-22.8901,-18.1981,-2.3546,-0.9182
4.2092,-0.9386,-1.7522,-0.7984,-0.4687,-0.2096,-0.3952,-0.1205,-0.0247,-8.4475,-5.2566,-7.9838,-0.9375,-23.6853,-18.5734,-2.1686,-0.9629
4.2593,-1.0258,-1.8719,-0.8181,-0.5287,-0.2172,-0.3977,-0.1139,-0.0262,-9.2324,-5.6158,-8.1807,-1.0573,-24.5463,-18.6929,-2.0504,-1.0232
4.3094,-1.0732,-1.9214,-0.8235,-0.5490,-0.2263,-0.3961,-0.1095,-0.0284,-9.6592,-5.7643,-8.2354,-1.0981,-25.5700,-18.6169,-1.9707,-1.1080
4.3595,-1.0737,-1.9192,-0.8466,-0.5447,-0.2416,-0.3941,-0.1076,-0.0314,-9.6632,-5.7577,-8.4664,-1.0894,-27.2964,-18.5216,-1.9364,-1.2257
4.4096,-1.0344,-1.8871,-0.9162,-0.5407,-0.2655,-0.3927,-0.1085,-0.0349,-9.3097,-5.6612,-9.1617,-1.0814,-30.0070,-18.4564,-1.9526,-1.3596
4.4597,-0.9614,-1.8116,-1.0158,-0.5442,-0.2926,-0.3875,-0.1105,-0.0374,-8.6523,-5.4347,-10.1579,-1.0885,-33.0621,-18.2131,-1.9885,-1.4603
4.5098,-0.8628,-1.6747,-1.0884,-0.5419,-0.3130,-0.3749,-0.1108,-0.0380,-7.7656,-5.0241,-10.8840,-1.0837,-35.3643,-17.6216,-1.9939,-1.4829
4.5599,-0.7586,-1.4937,-1.0861,-0.5181,-0.3218,-0.3586,-0.1077,-0.0366,-6.8275,-4.4810,-10.8613,-1.0361,-36.3634,-16.8554,-1.9390,-1.4292
4.6100,-0.6714,-1.3145,-1.0079,-0.4706,-0.3213,-0.3458,-0.1021,-0.0344,-6.0425,-3.9434,-10.0788,-0.9412,-36.3021,-16.2538,-1.8383,-1.3406
4.6601,-0.6095,-1.1754,-0.8912,-0.4104,-0.3156,-0.3392,-0.0971,-0.0321,-5.4855,-3.5261,-8.9123,-0.8208,-35.6654,-15.9413,-1.7484,-1.2536
4.7102,-0.5648,-1.0834,-0.7799,-0.3519,-0.3074,-0.3357,-0.0970,-0.0302,-5.0832,-3.2503,-7.7995,-0.7039,-34.7346,-15.7760,-1.7456,-1.1783
4.7603,-0.5296,-1.0207,-0.7005,-0.3057,-0.2979,-0.3323,-0.1053,-0.0286,-4.7667,-3.0622,-7.0053,-0.6115,-33.6605,-15.6200,-1.8949,-1.1141
4.8105,-0.5103,-0.9693,-0.6587,-0.2770,-0.2893,-0.3304,-0.1230,-0.0274,-4.5928,-2.9078,-6.5869,-0.5540,-32.6859,-15.5274,-2.2147,-1.0677
4.8606,-0.5164,-0.9274,-0.6462,-0.2661,-0.2834,-0.3315,-0.1465,-0.0267,-4.6476,-2.7822,-6.4619,-0.5321,-32.0214,-15.5817,-2.6362,-1.0409
4.9107,-0.5391,-0.9026,-0.6471,-0.2658,-0.2788,-0.3319,-0.1663,-0.0260,-4.8519,-2.7079,-6.4706,-0.5316,-31.5026,-15.6015,-2.9935,-1.0141
4.9608,-0.5520,-0.8961,-0.6461,-0.2635,-0.2720,-0.3237,-0.1733,-0.0247,-4.9683,-2.6884,-6.4607,-0.5270,-30.7325,-15.2129,-3.1196,-0.9621
5.0109,-0.5381,-0.9036,-0.6435,-0.2522,-0.2636,-0.3048,-0.1668,-0.0228,-4.8431,-2.7107,-6.4346,-0.5044,-29.7852,-14.3259,-3.0032,-0.8911
5.0610,-0.5074,-0.9228,-0.6598,-0.2415,-0.2610,-0.2849,-0.1568,-0.0217,-4.5663,-2.7683,-6.5980,-0.4830,-29.4903,-13.3917,-2.8228,-0.8451
5.1111,-0.4827,-0.9470,-0.7143,-0.2507,-0.2713,-0.2771,-0.1544,-0.0221,-4.3444,-2.8411,-7.1429,-0.5014,-30.6592,-13.0259,-2.7795,-0.8623
5.1612,-0.4745,-0.9539,-0.7955,-0.2867,-0.2927,-0.2853,-0.1614,-0.0238,-4.2709,-2.8618,-7.9549,-0.5734,-33.0755,-13.4078,-2.9058,-0.9300
5.2113,-0.4747,-0.9191,-0.8622,-0.3299,-0.3140,-0.3005,-0.1693,-0.0255,-4.2726,-2.7573,-8.6218,-0.6598,-35.4807,-14.1230,-3.0481,-0.9945
5.2614,-0.4695,-0.8424,-0.8756,-0.3476,-0.3234,-0.3093,-0.1675,-0.0260,-4.2254,-2.5271,-8.7560,-0.6951,-36.5452,-14.5381,-3.0144,-1.0131
5.3116,-0.4504,-0.7471,-0.8267,-0.3233,-0.3164,-0.3035,-0.1519,-0.0252,-4.0532,-2.2413,-8.2667,-0.6467,-35.7514,-14.2664,-2.7334,-0.9813
5.3617,-0.4155,-0.6551,-0.7356,-0.2706,-0.2964,-0.2839,-0.1278,-0.0235,-3.7399,-1.9652,-7.3558,-0.5413,-33.4932,-13.3440,-2.3001,-0.9162
5.4118,-0.3695,-0.5745,-0.6361,-0.2183,-0.2715,-0.2579,-0.1059,-0.0214,-3.3255,-1.7234,-6.3614,-0.4367,-30.6810,-12.1198,-1.9053,-0.8357
5.4619,-0.3243,-0.5098,-0.5624,-0.1883,-0.2515,-0.2354,-0.0960,-0.0195,-2.9189,-1.5293,-5.6240,-0.3766,-28.4141,-11.0647,-1.7271,-0.7624
5.5120,-0.2962,-0.4695,-0.5373,-0.1852,-0.2448,-0.2248,-0.1027,-0.0186,-2.6657,-1.4085,-5.3726,-0.3704,-27.6652,-10.5668,-1.8485,-0.7257
5.5621,-0.2943,-0.4597,-0.5600,-0.1985,-0.2543,-0.2278,-0.1234,-0.0190,-2.6484,-1.3792,-5.5999,-0.3970,-28.7362,-10.7076,-2.2209,-0.7393
5.6122,-0.3131,-0.4771,-0.6030,-0.2107,-0.2735,-0.2383,-0.1493,-0.0200,-2.8181,-1.4312,-6.0302,-0.4213,-30.9042,-11.2014,-2.6876,-0.7800
5.6623,-0.3390,-0.5118,-0.6286,-0.2103,-0.2911,-0.2480,-0.1705,-0.0206,-3.0510,-1.5355,-6.2864,-0.4206,-32.8899,-11.6581,-3.0696,-0.8036
5.7124,-0.3636,-0.5555,-0.6154,-0.2001,-0.2991,-0.2533,-0.1812,-0.0201,-3.2723,-1.6664,-6.1543,-0.4002,-33.7964,-11.9069,-3.2610,-0.7855
5.7625,-0.3892,-0.6027,-0.5712,-0.1906,-0.2967,-0.2552,-0.1811,-0.0190,-3.5026,-1.8081,-5.7124,-0.3813,-33.5279,-11.9954,-3.2605,-0.7403
5.8126,-0.4209,-0.6493,-0.5232,-0.1892,-0.2874,-0.2546,-0.1744,-0.0180,-3.7882,-1.9479,-5.2320,-0.3783,-32.4764,-11.9684,-3.1394,-0.7032
5.8628,-0.4575,-0.6889,-0.4961,-0.1976,-0.2753,-0.2512,-0.1667,-0.0179,-4.1172,-2.0667,-4.9608,-0.3953,-31.1106,-11.8051,-3.0015,-0.6976
5.9128,-0.4902,-0.7100,-0.4957,-0.2160,-0.2639,-0.2454,-0.1636,-0.0185,-4.4122,-2.1299,-4.9571,-0.4320,-29.8163,-11.5336,-2.9455,-0.7205
5.9630,-0.5105,-0.6996,-0.5088,-0.2414,-0.2555,-0.2399,-0.1677,-0.0193,-4.5949,-2.0987,-5.0878,-0.4829,-28.8765,-11.2758,-3.0189,-0.7518
